Ticket Number,Ticket_Date,Branch,ASM_Name,DC,Distributor_Code,Distributor_Name,Module_Name,Current_Status,CD_Type,Transporter,Ticket_Year,Ticket_Month,Unnamed: 13,Invoice_No_Extracted,Product_Code_Extracted,Batch_Code_Extracted,SKU_Name_Extracted,MRP_Extracted,Description,Closed_By,Closed_Date,Source_Status,Ticket_Year_Month,Ticket_Quarter,Ticket_Count,Open_Closed_Group,Issue_Category,Responsible_Area,Issue_Tags,Remarks_Updated,LR_No,Vehicle_No_Extracted,Quantity_Extracted,Order_ID_Extracted,Driver_Name_Extracted,Phone_No_Extracted,HSN_Code_Extracted,Reason_Extracted,DC_Issue_Status,DC_Code,ASM,Ticket_Number,Distributor_Code_Text,Distributor,Module,Invoice_Number,Batch_Code,SKU_Name,ASM_Zone,Product_Code_Count,Product_Code_Validation,Brand,CAT,BU,Brand_Mapping_Status,OTR_Month,OTR_Day,OTR_Week,Missing_Invoice_Flag,Missing_Product_Code_Flag,Missing_Batch_Flag,Missing_Brand_Mapping_Flag,Duplicate_Flag,Date_Validation_Status,Date_Difference_Days,Source_File,Source_Sheet
6960711-20260424-140645,2026-04-24,South Branch,L5 IN Andhrapradesh 4,2032,6960711,Tadepalli Eswararao Son,BI-Any other,Closed,GT Distributors,,2026,Apr,,1099846612,12525887,51860453T3G,,450,INV NO 1099846612 INV DATE 18.04.2026 PR CODE 12525887 PR NMAE NAN PRO 1 IF Tin 24x200g INNWB174 NV BACH 51860453T3G MRP 450 INV 1\0 JUN 2026 EX,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,,,,,,,DC Issue,2032,L5 IN Andhrapradesh 4,6960711-20260424-140645,6960711,Tadepalli Eswararao Son,BI-Any other,1099846612,51860453T3G,,Not Available,1,Valid 8 Digit Code,IN NSB : NAN PRO 1,INFANT NUTRITION,NN,Exact Product Code Match,2026-04,Friday,17,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6960711-20260417-210501,2026-04-17,South Branch,L5 IN Andhrapradesh 4,2032,6960711,Tadepalli Eswararao Son,BI-Stock Shortages,Closed,GT Distributors,,2026,Apr,,1099846177; 1099846178,"106061580, 106061580, ",60602032,,,INV NO1099846177 INV DATE 16/04/2026 PR CODE 106061580 PR BACH 60602032 PR NAME LUXOR UNIFLO BALL PENS 5 UNITS SET 6 PR NAME LUXOR UNIFLO BALL PENS 5 UNITS SET 30 INV NO 1099846178 INV DATE 16.04.2026 PR CODE 106061580 PR BACH 60602032 PR NAME LUXOR UNIFLO BALL PENS 5 UNITS SET 6 TOTAL PEN SETS  42       42*5=210 RESIVED  210-42=168 PICES SHORT LRNO 2041861 VC NO  MH23AU4421 T NAME AVG L LIMITED DRIVER N MADHU CELL NO 8309511300,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,MH23AU4421,5 UNITS,,,,,,Not a DC Issue,2032,L5 IN Andhrapradesh 4,6960711-20260417-210501,6960711,Tadepalli Eswararao Son,BI-Stock Shortages,1099846177; 1099846178,60602032,,Not Available,0,Invalid / No 8-digit Code Found,Not Available,Not Available,Not Available,Not Available,2026-04,Friday,16,False,True,False,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6960711-20260320-215742,2026-03-20,South Branch,L5 IN Andhrapradesh 4,C749,6960711,Tadepalli Eswararao Son,BI-Stock Shortages,Closed,GT Distributors,,2026,Mar,,974817467,137184181,,,,LR NO: 31205 T NAME: SAKTHI JAYAVEL MOTORS V NO: TN18CB 4896 INV NO: 974817467 INV D :17/03/2026 PR C: 137184181 PR B :60670454A1 PR NAME: KIT KAT 2F24(30*22.1G) INV QTY : 1 CASE RESIVED STOCK : 0 REMARK :1CASE SHORT,INPRAKASMA1,2026-10-04 00:17:46,Closed,2026-03,Q1,1,Closed,,,,,31205,TN18CB4896,1 CASE,,,,,,Not a DC Issue,C749,L5 IN Andhrapradesh 4,6960711-20260320-215742,6960711,Tadepalli Eswararao Son,BI-Stock Shortages,974817467,,,Not Available,0,Invalid / No 8-digit Code Found,Not Available,Not Available,Not Available,Not Available,2026-03,Friday,12,False,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6960711-20260130-082806,2026-01-30,South Branch,L5 IN Andhrapradesh 4,C749,6960711,Tadepalli Eswararao Son,BI-Any other,Closed,GT Distributors,,2026,Jan,,974808858,14118476,,,,INV NO 974808858 IN DATE 28/01/2026 PR CODE 14118476 P BACH 5356T246CA P NAME MUNCH CEREAL 216*19G PR MB CHOO IN 3 CASE INV FREE PICS 648 NOT RESIVED,INPRAKASMA1,2026-02-13 00:55:56,Closed,2026-01,Q1,1,Closed,,,,,,,3 CASE,,,,,,Not a DC Issue,C749,L5 IN Andhrapradesh 4,6960711-20260130-082806,6960711,Tadepalli Eswararao Son,BI-Any other,974808858,,,Not Available,1,Valid 8 Digit Code,IN CPW : Munch Cereals,BREAKFAST CEREAL,NBC,Exact Product Code Match,2026-01,Friday,5,False,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601713-20260615-134106,2026-06-15,South Branch,L5 IN Andhrapradesh 4,D915,601713,Tadikonda Koteswara Rao &Company,BI-Stock Shortages,Pending,GT Distributors,,2026,Jun,,,,,,5,MAGGI MEM (58+2) 5/- MRP 5 C/S SHORTAGE FROM HYD DC.. TRANSPORT NAME : SWAMY & SONS 3PL PRIVATE LIMITED DRIVER NAME : ABDUL PH NO : 8341451356,,,Pending,2026-06,Q2,1,Open / Pending,,,,,,,,,,,,,DC Issue,D915,L5 IN Andhrapradesh 4,601713-20260615-134106,601713,Tadikonda Koteswara Rao &Company,BI-Stock Shortages,,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-06,Monday,25,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601713-20260612-122324,2026-06-12,South Branch,L5 IN Andhrapradesh 4,D915,601713,Tadikonda Koteswara Rao &Company,BI-Stock Shortages,Pending,GT Distributors,,2026,Jun,,,,,,2; 1; 4,"LACTOGEN 3 450/-MRP -2C/S,CERELAC APPCHRY 299/- 1C/S,CERELAC MXD VEG290/- MRP 2C/S,CERELAC MU&FRT 295/-MRP 1C/S,MAGGI 58/-MRP 4C/S, TOTAL 10 C/S ARE SHORTAGE FROM HYD DC.. TRANSPORT NAME :JURIGARI PVT LTD VEHICLE NO : AP20TB6437 DRIVER NAME : K.SRIKANTH,D.BALAKRISHNA PH NO : 8184827163 Kindly Respond at the Earliest..",,,Pending,2026-06,Q2,1,Open / Pending,,,,,,AP20TB6437,,,K.SRIKANTH,,,,DC Issue,D915,L5 IN Andhrapradesh 4,601713-20260612-122324,601713,Tadikonda Koteswara Rao &Company,BI-Stock Shortages,,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-06,Friday,24,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601713-20260417-115552,2026-04-17,South Branch,L5 IN Andhrapradesh 4,2032,601713,Tadikonda Koteswara Rao &Company,BI-Stock Shortages,Closed,GT Distributors,,2026,Apr,,1099846171,,,,,MILKYBAR CHOO JAR 6(100*11G) PEN FREE OFFER (LUXOR UNIFLO BALL PEN) 24PCS SHORTAGE FROM HYD DC.. INV.NO:1099846171 DATE : 16/04/26 TRANSPORT NAME :AVG LOGISTICS LTD DRIVER NAME :MADHU PH NO:8309511300,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,24 PCS,,,,,,DC Issue,2032,L5 IN Andhrapradesh 4,601713-20260417-115552,601713,Tadikonda Koteswara Rao &Company,BI-Stock Shortages,1099846171,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-04,Friday,16,False,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601713-20260417-175142,2026-04-17,South Branch,L5 IN Andhrapradesh 4,2032,601713,Tadikonda Koteswara Rao &Company,BI-Stock Shortages,Closed,GT Distributors,,2026,Apr,,1099845033,,,,,MILKYBAR CHOO JAR 6(100*11G) PEN FREE INVOICE 23 CS BUT 23 SETS PEN SHORTAGE FROM HYD DC... INV.NO : 1099845033 DATE : 09/04/2026,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,23 CS,,,,,,DC Issue,2032,L5 IN Andhrapradesh 4,601713-20260417-175142,601713,Tadikonda Koteswara Rao &Company,BI-Stock Shortages,1099845033,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-04,Friday,16,False,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601713-20260203-174155,2026-02-03,South Branch,L5 IN Andhrapradesh 4,C749,601713,Tadikonda Koteswara Rao &Company,BI-Stock Shortages,Closed,GT Distributors,,2026,Feb,,974809296,,,,,CERELAC APPLE CHERRY 290/-(MRP) 2 CS SHORTAGE FROM CHENNAI DC... TRANSPORT NAME : KKP EXPRESS INVOICE NO:974809296 VEHICLE NO:TN13X4294 DRIVER NAME :SARAVANA PH NO:9751022936 DATE:02/02/2026,INPRAKASMA1,2026-09-03 17:03:57,Closed,2026-02,Q1,1,Closed,,,,,,TN13X4294,2 CS,,,,,,Not a DC Issue,C749,L5 IN Andhrapradesh 4,601713-20260203-174155,601713,Tadikonda Koteswara Rao &Company,BI-Stock Shortages,974809296,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-02,Tuesday,6,False,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601713-20260203-174719,2026-02-03,South Branch,L5 IN Andhrapradesh 4,C749,601713,Tadikonda Koteswara Rao &Company,BI-Stock Shortages,Closed,GT Distributors,,2026,Feb,,,,,,,NESTUM S1 RICE 175/-(MRP) 1CS AND MOOSHA 20/-(MRP) 1CS SHORTAGE FROM CHENNAI DC... TRANSPORT NAME : KKP EXPRESS VEHICLE NO: TN18BD2411 DRIVER NAME :SIVA PH NO:9789090996 LR NO :1013,INPRAKASMA1,2026-09-03 17:03:57,Closed,2026-02,Q1,1,Closed,,,,,1013,TN18BD2411,1 CS,,,,,,Not a DC Issue,C749,L5 IN Andhrapradesh 4,601713-20260203-174719,601713,Tadikonda Koteswara Rao &Company,BI-Stock Shortages,,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-02,Tuesday,6,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
5651903-20260413-120424,2026-04-13,South Branch,L5 IN Chennai City 2,C749,5651903,Thangam Dhalls,BI-Stock Shortages,Closed,GT Distributors,,2026,Apr,,974820250,"12609874, 12497672, 12625864","60660451DA, 60490453L1, 60460453A1",,290; 775,On 8th April we received stock via invoice 974820250 .After unloading the stock we found Nestle tape on ceralac cases have been  removed and White tape used instead to seal the case..when we opened 3 such cases we found three missing pcs. CERELAC STG3 WheRi Mix Frt 24x300g ZS IN P CODE:12609874 60660451DA MRP 290 1 pcs shortage NAN PRO 1 IF BIB 24x400g INNWB174 NV IN P:CODE:12497672 60490453L1 MRP :775 1 pcs shortage NESTUM STAGE 1 Rice BIB 24x300g N4 IN P:CODE:12625864 60460453A1 1 pcs shortage,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,1 PCS,,,,,,DC Issue,C749,L5 IN Chennai City 2,5651903-20260413-120424,5651903,Thangam Dhalls,BI-Stock Shortages,974820250,"60660451DA, 60490453L1, 60460453A1",,Not Available,3,Multiple 8 Digit Codes,IN NSB : Cerelac 3 | IN NSB : NAN PRO 1 | IN NSB : Nestum 1,INFANT NUTRITION,NN,Exact Product Code Match,2026-04,Monday,16,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6077583-20260415-175013,2026-04-15,South Branch,L5 IN Chennai City 2,C749,6077583,Umakanth Enterprise,BI-Stock Shortages,Closed,GT Distributors,,2026,Apr,,974820980,12359021,60310452VA,SUNRISE EXTRA Sachet 12(5x200g),1,"PRODUCT CODE  -12359021 BATCH NO            -60310452VA PRODUCT DESCRIPTION -SUNRISE EXTRA Sachet 12(5x200g) MRP -  1,246.00 1NO  SHORTAGE INVOICE NO :974820980 DATE :15/04/2025",INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,1 NO,,,,,,DC Issue,C749,L5 IN Chennai City 2,6077583-20260415-175013,6077583,Umakanth Enterprise,BI-Stock Shortages,974820980,60310452VA,SUNRISE EXTRA Sachet 12(5x200g),Not Available,1,Valid 8 Digit Code,IN C&B : Sunrise Extra - FS,NP,NP,Exact Product Code Match,2026-04,Wednesday,16,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7099587-20260618-131607,2026-06-18,South Branch,L5 IN Bangalore City 1,B929,7099587,United Distributors,BI-Stock Shortages,Pending,GT Distributors,,2026,Jun,,938433119,14199858,61520454P1,Product Name MUNCH Maha 18(50x10.4g) NR IN,5,"Invoice Number 938433119 Cmp invoice date 09-06-2026 HSN Code 1905 32 11 Product Code 14199858 Product Name MUNCH Maha 18(50x10.4g) NR IN Batch 61520454P1 MRP 5 12 box shortage ,600pics",,,Pending,2026-06,Q2,1,Open / Pending,,,,,,,12 BOX,,,,,,DC Issue,B929,L5 IN Bangalore City 1,7099587-20260618-131607,7099587,United Distributors,BI-Stock Shortages,938433119,61520454P1,Product Name MUNCH Maha 18(50x10.4g) NR IN,Not Available,1,Valid 8 Digit Code,IN C&C : Munch,CHOCOLATE,F&B,Exact Product Code Match,2026-06,Thursday,25,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7099587-20260501-132500,2026-05-01,South Branch,L5 IN Bangalore City 1,B929,7099587,United Distributors,BI-Stock Shortages,Closed,GT Distributors,,2026,May,,938424973,12612446; 12612451,,Product Name KIT KAT 2x3F 18(14x(2x28.5g))N1 IN,50; 30,"SupplierName Nestle India Limited DC Bangalore SupplierAddress Bommsettihalli Village, Huskur Post,Sy No. 50/1, 50/2 50/3,,Dasanpura Hobli Bangalore North DistributorCode 7099587 DistributorName United Distributors CmpInvNo 938424973 CmpInvDt 28-04-2026 ProductCode 12612446 Product Name KIT KAT 2x3F 18(14x(2x28.5g))N1 IN MRP -50 /  Inv Qty - 1 case ProductCode 12612451 Product Name KIT KAT 4 Finger 18(21x38.5g)N1 IN MRP -30 /  Inv Qty - 2 case Remakes 3 Cases not received  from Depo",INPRAKASMA1,2026-03-07 19:56:45,Closed,2026-05,Q2,1,Closed,,,,,,,1 case; 2 case,,,,,,DC Issue,B929,L5 IN Bangalore City 1,7099587-20260501-132500,7099587,United Distributors,BI-Stock Shortages,938424973,,Product Name KIT KAT 2x3F 18(14x(2x28.5g))N1 IN,Not Available,2,Multiple 8 Digit Codes,IN C&C : Kitkat,CHOCOLATE,F&B,Exact Product Code Match,2026-05,Friday,18,False,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7099587-20260414-125322,2026-04-14,South Branch,L5 IN Bangalore City 1,B929,7099587,United Distributors,BI-Stock Shortages,Closed,GT Distributors,,2026,Apr,,,,,,,11/11/2024-938339513 22/01/2025-938350098 24/02/2026-938410004 24/02/2026-938410005 18/03/2026-938415636 19/03/2026-938416535 In the above invoices we have received shortage of stockes kindly help those invoice,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,,,,,,,Not a DC Issue,B929,L5 IN Bangalore City 1,7099587-20260414-125322,7099587,United Distributors,BI-Stock Shortages,,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-04,Tuesday,16,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6952263-20260617-164126,2026-06-17,South Branch,L5 IN Kerala 4,7793,6952263,United Enterprises,BI-Damages,Pending,GT Distributors,,2026,Jun,,1365366432,,,,,WET DAMAGE DURING TRANSIT INV NO: 1365366432 ITEM - 13627651 - LACTOGEN PRO 4 - 2CASES (48PCS) VEHICLE NO ; KL08BZ9371 CASPAIAN SHIPPING AND LOGISTICS,,,Pending,2026-06,Q2,1,Open / Pending,,,,,,KL08BZ9371,2 CASES; 48 PCS,,,,,,Not a DC Issue,7793,L5 IN Kerala 4,6952263-20260617-164126,6952263,United Enterprises,BI-Damages,1365366432,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-06,Wednesday,25,False,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6952263-20260610-133215,2026-06-10,South Branch,L5 IN Kerala 4,7793,6952263,United Enterprises,BI-Damages,Pending,GT Distributors,,2026,Jun,,1365365905; 1365365907,13737115; 13627651,,KIT KAT 2F MINI - 2 BOXES (84 PCS) INV NO : 1365365907 ITEM PRODUCT CODE : 13627651 LACTOGEN PRO 4 - 2PCS,,TRANSIT DAMAGE WET DUE TO RAIN INV NO :1365365905 ITEM - PRODUCT CODE : 13737115 KIT KAT 2F MINI - 2 BOXES (84 PCS) INV NO : 1365365907 ITEM PRODUCT CODE : 13627651 LACTOGEN PRO 4 - 2PCS,,,Pending,2026-06,Q2,1,Open / Pending,,,,,,,2 BOXES; 84 PCS; 2 PCS,,,,,,DC Issue,7793,L5 IN Kerala 4,6952263-20260610-133215,6952263,United Enterprises,BI-Damages,1365365905; 1365365907,,KIT KAT 2F MINI - 2 BOXES (84 PCS) INV NO : 1365365907 ITEM PRODUCT CODE : 13627651 LACTOGEN PRO 4 - 2PCS,Not Available,2,Multiple 8 Digit Codes,IN C&C : Kitkat | IN NSB : Lactogen 4,CHOCOLATE | INFANT NUTRITION,F&B | NN,Exact Product Code Match,2026-06,Wednesday,24,False,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7265306-20260404-132700,2026-04-04,South Branch,L5 IN Bangalore City 2,B929,7265306,V Enterprises,BI-Batch Related Issues,Closed,GT Distributors,,2026,Apr,,938410982,,52900454UF; 5307045783,,80; 70,invoice number-938410982 date 27/02/2026 KITKAT CHUNKY WHITE 8(24x40g)N1 IN MRP 80/- batch -52900454UF Received MRP 70/- batch code-5307045783.,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,,,,,,,DC Issue,B929,L5 IN Bangalore City 2,7265306-20260404-132700,7265306,V Enterprises,BI-Batch Related Issues,938410982,52900454UF; 5307045783,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-04,Saturday,14,False,True,False,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7265306-20260205-140432,2026-02-05,South Branch,L5 IN Bangalore City 2,B929,7265306,V Enterprises,BI-Damages,Closed,GT Distributors,,2026,Feb,,938404257,,,,,INTACT CARTON DAMAGE RECEIVED VIDE INVOICE NO938404257 01 EA NESCAFE RTD ICED LATTE 53217742AA,INPRAKASMA1,2026-02-26 13:57:52,Closed,2026-02,Q1,1,Closed,,,,,,,01 EA,,,,,,DC Issue,B929,L5 IN Bangalore City 2,7265306-20260205-140432,7265306,V Enterprises,BI-Damages,938404257,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-02,Thursday,6,False,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601743-20260619-124253,2026-06-19,South Branch,L5 IN Bangalore City 1,B929,601743,V S R Marketing Agency,BI-Batch Related Issues,Pending,GT Distributors,,2026,Jun,,,13797726; 60172814; 12586404; 60400455,,MAGGI MeM 16(2(60x6g) PR B5G1 N2 IN; MAGGI Ntr-lcs Atta 16x435g RC 2 IN,,Invoice Number Cmp invoice date Product Code Product Name Batch MRP Invoice Qty Cases LR NO REMARKS 938434821 18-06-2026 13797726 MAGGI MeM 16(2(60x6g) PR B5G1 N2 IN 60172814YA 5 1920 1 A 245291 FREE STOCK NOT GIVEN 938434821 18-06-2026 12586404 MAGGI Ntr-lcs Atta 16x435g RC 2 IN 60400455DB 168 64 4 A 245291 BATCH MISS MATCH,,,Pending,2026-06,Q2,1,Open / Pending,,,,,REMARKS,,,,,,,,DC Issue,B929,L5 IN Bangalore City 1,601743-20260619-124253,601743,V S R Marketing Agency,BI-Batch Related Issues,,,MAGGI MeM 16(2(60x6g) PR B5G1 N2 IN; MAGGI Ntr-lcs Atta 16x435g RC 2 IN,Not Available,4,Multiple 8 Digit Codes,IN CUL : Masala-ae-Magic | IN CUL : Noodles Value Added,CULINARY,F&B,Exact Product Code Match | Not Available,2026-06,Friday,25,True,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601743-20260619-130444,2026-06-19,South Branch,L5 IN Bangalore City 1,B929,601743,V S R Marketing Agency,BI-Damages,Pending,GT Distributors,,2026,Jun,,,12623517; 61382814,,MAGGI 2-MINN Masala 48x140g N6 IN,,Invoice Number Cmp invoice date Product Code Product Name Batch MRP Invoice Qty LR NO REMARKS 938432804 08-06-2026 12623517 MAGGI 2-MINN Masala 48x140g N6 IN 61382814TA 30 1 PS A 244947 DAMAGE,,,Pending,2026-06,Q2,1,Open / Pending,,,,,REMARKS,,,,,,,,DC Issue,B929,L5 IN Bangalore City 1,601743-20260619-130444,601743,V S R Marketing Agency,BI-Damages,,,MAGGI 2-MINN Masala 48x140g N6 IN,Not Available,2,Multiple 8 Digit Codes,IN CUL : Noodles,CULINARY,F&B,Exact Product Code Match | Not Available,2026-06,Friday,25,True,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601743-20260619-130641,2026-06-19,South Branch,L5 IN Bangalore City 1,B929,601743,V S R Marketing Agency,BI-Batch Related Issues,Pending,GT Distributors,,2026,Jun,,,12623518; 61359939,MISSMATCH,MAGGI 2-MINN Masala 12x560g NR IN,,Invoice Number Cmp invoice date HSN Code Product Code Product Name Batch MRP Invoice Qty Cases LR NO REMARKS 938434168 14-06-2026 1902 30 10 12623518 MAGGI 2-MINN Masala 12x560g NR IN 61359939JA 120 24 2 12725 BATCH MISSMATCH,,,Pending,2026-06,Q2,1,Open / Pending,,,,,REMARKS,,,,,,,,DC Issue,B929,L5 IN Bangalore City 1,601743-20260619-130641,601743,V S R Marketing Agency,BI-Batch Related Issues,,MISSMATCH,MAGGI 2-MINN Masala 12x560g NR IN,Not Available,2,Multiple 8 Digit Codes,IN CUL : Noodles,CULINARY,F&B,Exact Product Code Match | Not Available,2026-06,Friday,25,True,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601743-20260619-130916,2026-06-19,South Branch,L5 IN Bangalore City 1,B929,601743,V S R Marketing Agency,BI-Batch Related Issues,Pending,GT Distributors,,2026,Jun,,,12571560; 61450455,,MAGGI 2-MINN Chkn 24x284g RC IN,,Invoice Number Cmp invoice date Product Code Product Name Batch MRP Invoice Qty Cases LR NO REMARK 938433615 11-06-2026 12571560 MAGGI 2-MINN Chkn 24x284g RC IN 61450455EB 80 24 1 13664 BATCH MISS MATCH,,,Pending,2026-06,Q2,1,Open / Pending,,,,,REMARK,,,,,,,,DC Issue,B929,L5 IN Bangalore City 1,601743-20260619-130916,601743,V S R Marketing Agency,BI-Batch Related Issues,,,MAGGI 2-MINN Chkn 24x284g RC IN,Not Available,2,Multiple 8 Digit Codes,IN CUL : Noodles Chicken,CULINARY,F&B,Exact Product Code Match | Not Available,2026-06,Friday,25,True,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601743-20260619-131056,2026-06-19,South Branch,L5 IN Bangalore City 1,B929,601743,V S R Marketing Agency,BI-Damages,Pending,GT Distributors,,2026,Jun,,,12623517; 61382814,,MAGGI 2-MINN Masala 48x140g N6 IN,,Invoice Number Cmp invoice date Product Code Product Name Batch MRP Invoice Qty LR NO REMARKS 938432804 08-06-2026 12623517 MAGGI 2-MINN Masala 48x140g N6 IN 61382814TA 30 1 PS 12045 DAMAGE,,,Pending,2026-06,Q2,1,Open / Pending,,,,,REMARKS,,,,,,,,DC Issue,B929,L5 IN Bangalore City 1,601743-20260619-131056,601743,V S R Marketing Agency,BI-Damages,,,MAGGI 2-MINN Masala 48x140g N6 IN,Not Available,2,Multiple 8 Digit Codes,IN CUL : Noodles,CULINARY,F&B,Exact Product Code Match | Not Available,2026-06,Friday,25,True,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601743-20260619-131232,2026-06-19,South Branch,L5 IN Bangalore City 1,B929,601743,V S R Marketing Agency,BI-Stock Shortages,Pending,GT Distributors,,2026,Jun,,,12956336; 61330454,,,,Invoice Number Cmp invoice date Product Code Product Name Batch MRP Invoice Qty LR NO REMARKS 938433041 09-06-2026 12956336 MUNCH Maxx 12(24x38.5g) N1 IN 61330454N1 20 `288 13562 SHORTHAGE,,,Pending,2026-06,Q2,1,Open / Pending,,,,,REMARKS,,,,,,,,DC Issue,B929,L5 IN Bangalore City 1,601743-20260619-131232,601743,V S R Marketing Agency,BI-Stock Shortages,,,,Not Available,2,Multiple 8 Digit Codes,IN C&C : Munch Maxx,CHOCOLATE,F&B,Exact Product Code Match | Not Available,2026-06,Friday,25,True,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601743-20260618-114901,2026-06-18,South Branch,L5 IN Bangalore City 1,B929,601743,V S R Marketing Agency,BI-Damages,Pending,GT Distributors,,2026,Jun,,,12619132; 61100451,,MILKMAID Doy Pack 64x190g IN,,Invoice Number Cmp invoice date Product Code Product Name Batch MRP QTY LR NO REMARKS 938429852 22-05-2026 12619132 MILKMAID Doy Pack 64x190g IN 61100451YA 84 1 A 226138 DAMAGE,,,Pending,2026-06,Q2,1,Open / Pending,,,,,REMARKS,,,,,,,,DC Issue,B929,L5 IN Bangalore City 1,601743-20260618-114901,601743,V S R Marketing Agency,BI-Damages,,,MILKMAID Doy Pack 64x190g IN,Not Available,2,Multiple 8 Digit Codes,IN SSD : Milkmaid SCM,DAIRY,F&B,Exact Product Code Match | Not Available,2026-06,Thursday,25,True,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601743-20260618-115120,2026-06-18,South Branch,L5 IN Bangalore City 1,B929,601743,V S R Marketing Agency,BI-Damages,Pending,GT Distributors,,2026,Jun,,,12595279; 60330455,,MAGGI Sauce NONG 24x190g N1 IN,,Invoice Number Cmp invoice date Product Code Product Name Batch MRP Qty LR NO REMARKS 938426189 05-05-2026 12595279 MAGGI Sauce NONG 24x190g N1 IN 60330455HA 75 2 PS A 226875 DAMAGE,,,Pending,2026-06,Q2,1,Open / Pending,,,,,REMARKS,,,,,,,,DC Issue,B929,L5 IN Bangalore City 1,601743-20260618-115120,601743,V S R Marketing Agency,BI-Damages,,,MAGGI Sauce NONG 24x190g N1 IN,Not Available,2,Multiple 8 Digit Codes,IN CUL : Sauces,CULINARY,F&B,Exact Product Code Match | Not Available,2026-06,Thursday,25,True,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
