Ticket Number,Ticket_Date,Invoice_Number,Product_Code_Extracted,Batch_Code,Distributor_Code,Distributor_Name,DC,Current_Status,VTA_VTR_Match_Status,Reconciliation_Remarks
7231947-20260313-144159,2026-03-13,,,,7231947,S L V Enterprises,B929,Reopened,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601476-20260611-121617,2026-06-11,938433053,,,601476,S M M Agencies,B929,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601476-20260525-133657,2026-05-25,938430142,,,601476,S M M Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601476-20260403-160256,2026-04-03,938415216,12610095,60167742AA,601476,S M M Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6310775-20260328-194016,2026-03-28,1099843027,,,6310775,S S Distributors,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6310775-20260309-212852,2026-03-09,1099838413,,,6310775,S S Distributors,2032,Reopened,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6310775-20260213-132935,2026-02-13,1099828537,,52592814BA,6310775,S S Distributors,2032,Reopened,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7459084-20260605-133446,2026-06-05,,12400230; 12353192,51464832AA; 51884832AA,7459084,S V D Pharmaceuticals,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7459084-20260603-120404,2026-06-03,1099848724,12518403; 12518384; 12353195,51894832AB; 51494832AA; 51864832AA,7459084,S V D Pharmaceuticals,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7459084-20260603-123245,2026-06-03,1099853490,12353192; 12353195; 12518385,51884832AA; 52954832AD; 53294832AB,7459084,S V D Pharmaceuticals,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7459084-20260526-170039,2026-05-26,,,"51864832AA, 52264832AA, 51884832AA, 51474832AB,53294832AB,53544832CA",7459084,S V D Pharmaceuticals,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7012481-20260622-121025,2026-06-22,1099856368,,,7012481,S V Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7012481-20260615-125630,2026-06-15,1099854345,,,7012481,S V Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7012481-20260615-130040,2026-06-15,1099853968,,,7012481,S V Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7012481-20260615-130401,2026-06-15,1099854380,,,7012481,S V Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7012481-20260615-130630,2026-06-15,1099855482,,,7012481,S V Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7012481-20260425-165405,2026-04-25,1099847422,,,7012481,S V Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7012481-20260412-180242,2026-04-12,1099845617,,,7012481,S V Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7012481-20260406-141247,2026-04-06,1099844383,,,7012481,S V Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7012481-20260319-135858,2026-03-19,1099837751,,,7012481,S V Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7012481-20260319-140130,2026-03-19,1099840907,,,7012481,S V Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7012481-20260319-140458,2026-03-19,1099841225,,,7012481,S V Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7012481-20260219-130421,2026-02-19,1099836759,,,7012481,S V Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7012481-20260207-150318,2026-02-07,1099829005,,,7012481,S V Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7012481-20260131-124828,2026-01-31,1099833568,,,7012481,S V Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7586580-20260421-122611,2026-04-21,,12610509; 12601755; 60650455; 12601761; 60720455,"608904519A, 60650455HB, 60720455HB",7586580,Sabari Distribution Private Limited,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7566631-20260420-113028,2026-04-20,1365802552,12585137,60690453K1,7566631,Sabari Distribution Private Limited,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7566631-20260321-115737,2026-03-21,,12607948; 60440453,,7566631,Sabari Distribution Private Limited,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7566631-20260321-115851,2026-03-21,1365800860,12617857; 60260453,5HMOBIB8,7566631,Sabari Distribution Private Limited,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7566631-20260321-115946,2026-03-21,1365801088,12616932; 60637742; 12630048; 60410451; 13718181; 60680454,"60637742AB, 60680454A1",7566631,Sabari Distribution Private Limited,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6754856-20260611-144828,2026-06-11,974823596,,,6754856,Sadhmirra Private Limited,C749,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6754856-20260611-144938,2026-06-11,974821363,,,6754856,Sadhmirra Private Limited,C749,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6754856-20260611-145138,2026-06-11,974826699,,,6754856,Sadhmirra Private Limited,C749,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6754856-20260407-150200,2026-04-07,,,,6754856,Sadhmirra Private Limited,C749,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6754856-20260214-123639,2026-02-14,,,,6754856,Sadhmirra Private Limited,C749,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6754856-20260120-103243,2026-01-20,974807208,,,6754856,Sadhmirra Private Limited,C749,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7560358-20260314-111112,2026-03-14,938414475,,,7560358,Sagar Traders,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7368848-20260109-180454,2026-01-09,,,53210454X1,7368848,Sai Foods Private Limited,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7098872-20260212-154243,2026-02-12,,12584334; 12559235,43000452CA; 43270452CB; 52602814BA; 60109939BA,7098872,Sai Maanvita Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6935414-20260610-141028,2026-06-10,1366100126,13001902,60160452WA,6935414,Sai Raju Enterprises,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6935414-20260528-115430,2026-05-28,1099852510,12603852,60710455HA,6935414,Sai Raju Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6935414-20260528-115734,2026-05-28,1099851126,13776709,61170454F1,6935414,Sai Raju Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6935414-20260407-124026,2026-04-07,1099844462,12586404,60630455CC,6935414,Sai Raju Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6935414-20260407-124442,2026-04-07,1099843851,12586404,60540455DB,6935414,Sai Raju Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6935414-20260401-130452,2026-04-01,1099843109,12628829,60440451PA,6935414,Sai Raju Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6935414-20260309-190938,2026-03-09,1099839151,12729796,52709939FA,6935414,Sai Raju Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6935414-20260225-120405,2026-02-25,1099837147,12616941,53517742AB,6935414,Sai Raju Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6819782-20260606-104236,2026-06-06,1366100096,,,6819782,Sai Sudha Agencies,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6819782-20260410-181805,2026-04-10,1099845145,,,6819782,Sai Sudha Agencies,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6819782-20260330-155758,2026-03-30,1099842988,,,6819782,Sai Sudha Agencies,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6819782-20260314-091745,2026-03-14,1099840083,,,6819782,Sai Sudha Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6819782-20260109-121948,2026-01-09,1099829766,,,6819782,Sai Sudha Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
3593882-20260319-114241,2026-03-19,938414960,,,3593882,Samanvitha Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6793235-20260306-102713,2026-03-06,,12534452,42904832GA,6793235,Samurai Traders,7793,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6625977-20260223-181902,2026-02-23,959161250,13680299,,6625977,Sankari Agencies,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7465624-20260213-120606,2026-02-13,938406180,,,7465624,Sannidhi Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7320085-20260616-121106,2026-06-16,,,,7320085,Saphire Marketing,B929,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6248455-20260612-090338,2026-06-12,,,,6248455,Sasnur Traders,B929,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6248455-20260529-115821,2026-05-29,,,,6248455,Sasnur Traders,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6248455-20260521-163146,2026-05-21,938429315,,60910453A2,6248455,Sasnur Traders,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6248455-20260521-163719,2026-05-21,,,,6248455,Sasnur Traders,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6248455-20260507-180115,2026-05-07,938425761,,,6248455,Sasnur Traders,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6248455-20260423-203759,2026-04-23,938423531,,,6248455,Sasnur Traders,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6248455-20260406-135141,2026-04-06,,,,6248455,Sasnur Traders,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6248455-20260327-155847,2026-03-27,,,,6248455,Sasnur Traders,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6248455-20260327-160035,2026-03-27,,,,6248455,Sasnur Traders,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6248455-20260318-092645,2026-03-18,,,,6248455,Sasnur Traders,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6248455-20260310-153015,2026-03-10,,,,6248455,Sasnur Traders,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6248455-20260226-123440,2026-02-26,,,,6248455,Sasnur Traders,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6248455-20260213-091732,2026-02-13,938406999,,,6248455,Sasnur Traders,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6248455-20260207-181711,2026-02-07,938404692,,,6248455,Sasnur Traders,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6248455-20260103-071517,2026-01-03,,,53251530MB,6248455,Sasnur Traders,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601517-20260509-103234,2026-05-09,974823937,,,601517,Selva Kamatchi Agencies,C749,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601517-20260428-094940,2026-04-28,974822656,14378939,,601517,Selva Kamatchi Agencies,C749,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601517-20260317-084229,2026-03-17,974816937,12585176,,601517,Selva Kamatchi Agencies,C749,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601517-20260303-081111,2026-03-03,974814575,12601755,,601517,Selva Kamatchi Agencies,C749,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601517-20260203-221809,2026-02-03,974809557,,,601517,Selva Kamatchi Agencies,C749,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601526-20260417-105054,2026-04-17,959172012,12531641,,601526,Shamma Traders,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7276075-20260512-173736,2026-05-12,974824324,,,7276075,Sharwin Traders,C749,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7276075-20260512-174143,2026-05-12,974824324,14102109,,7276075,Sharwin Traders,C749,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601532-20260323-175939,2026-03-23,1365800457,12630063,60360451AA,601532,Shebin Agencies,C963,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
3595640-20260612-153820,2026-06-12,938433666,,,3595640,Shivani Traders,B929,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
3595640-20260404-145727,2026-04-04,,19023010,,3595640,Shivani Traders,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7356847-20260105-112052,2026-01-05,938396712,,,7356847,Shree Guru Enterprises,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5660941-20260506-101104,2026-05-06,,14503947,60830455CA,5660941,Shree Sudha Distributors,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7328904-20260221-130229,2026-02-21,959157740,12458982,,7328904,Shree Vari Agencies,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601543-20260616-171947,2026-06-16,938433438,12581886,53220376DB; 53230376DA,601543,Shreeji Marketing,B929,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6217756-20260428-173738,2026-04-28,10998482253,,,6217756,Shreenath Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7532371-20260228-153930,2026-02-28,938409082,12531641,,7532371,Shri Ekadant Enterprises,B929,Reopened,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5533884-20260619-205013,2026-06-19,1099856006,12606782,60880452DC,5533884,Shri Hanuman Agencies,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5533884-20260616-103154,2026-06-16,1099855626,12601933,61330453A1,5533884,Shri Hanuman Agencies,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5533884-20260608-182750,2026-06-08,1099854416,12601933,61320453A2,5533884,Shri Hanuman Agencies,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5533884-20260520-203615,2026-05-20,1099851825,12579448; 12584920,61170453K1; 61220451ZB,5533884,Shri Hanuman Agencies,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5533884-20260507-191824,2026-05-07,1099849439,12601933,60970453A1,5533884,Shri Hanuman Agencies,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5533884-20260501-205140,2026-05-01,1099848794,12601933,60970453A1,5533884,Shri Hanuman Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5533884-20260412-172312,2026-04-12,1099845641,12601932,60200453A7,5533884,Shri Hanuman Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5533884-20260404-192238,2026-04-04,1099843962,12616941,60767742AA,5533884,Shri Hanuman Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5533884-20260402-205739,2026-04-02,1099843388,14033996,60500455AA,5533884,Shri Hanuman Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5533884-20260326-204214,2026-03-26,1099842573,12607948,60660453A2,5533884,Shri Hanuman Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5533884-20260216-224158,2026-02-16,1099836234; 1099836241,12610063; 12562440,51671519RA; 60081530EA,5533884,Shri Hanuman Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5533884-20260123-181745,2026-01-23,1099832489,12606197,53180452DA,5533884,Shri Hanuman Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5533884-20260119-185425,2026-01-19,1099831747,12585137,52530453J1,5533884,Shri Hanuman Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5533884-20260104-093957,2026-01-04,1099828609,12569989,51840455BE,5533884,Shri Hanuman Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5533884-20260104-095319,2026-01-04,1099829034,12623305,51830455KD,5533884,Shri Hanuman Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601632-20260506-105038,2026-05-06,,,,601632,Shri Rams Associates,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601632-20260325-110200,2026-03-25,959169644,,,601632,Shri Rams Associates,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5802282-20260629-103647,2026-06-29,938435961,,14356092,5802282,Shri Vinayaka Agencies,B929,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5802282-20260626-131250,2026-06-26,938435961,14356092,60860452JA,5802282,Shri Vinayaka Agencies,B929,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5802282-20260522-174147,2026-05-22,938429570,,,5802282,Shri Vinayaka Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5802282-20260519-170505,2026-05-19,,12608551,,5802282,Shri Vinayaka Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601550-20260511-094958,2026-05-11,,,,601550,Shri Vinayaka Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5802282-20260501-103338,2026-05-01,938412209,12559252,,5802282,Shri Vinayaka Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601550-20260429-150608,2026-04-29,,,,601550,Shri Vinayaka Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601550-20260423-145158,2026-04-23,,,,601550,Shri Vinayaka Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5802282-20260323-130548,2026-03-23,938408740,12625864; 14118476,,5802282,Shri Vinayaka Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5802282-20260323-130633,2026-03-23,938408740,13722293,,5802282,Shri Vinayaka Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5802282-20260323-130719,2026-03-23,938412209,12609878,,5802282,Shri Vinayaka Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5802282-20260323-130835,2026-03-23,938412209,12559252,,5802282,Shri Vinayaka Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5802282-20260306-103323,2026-03-06,938412209,12609878,,5802282,Shri Vinayaka Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5802282-20260306-103951,2026-03-06,938412209,12559252,,5802282,Shri Vinayaka Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5802282-20260303-132503,2026-03-03,938408740,12625864; 14118476,,5802282,Shri Vinayaka Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5802282-20260303-132815,2026-03-03,938408740,13722293,,5802282,Shri Vinayaka Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5802282-20260120-121628,2026-01-20,938400586,12585137,53620453K1,5802282,Shri Vinayaka Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5802282-20260110-161649,2026-01-10,,12595301,,5802282,Shri Vinayaka Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5802282-20260108-125926,2026-01-08,938394291,13679901,53389939AA,5802282,Shri Vinayaka Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5802282-20260108-130227,2026-01-08,938395470,,,5802282,Shri Vinayaka Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601550-20260108-131342,2026-01-08,,,,601550,Shri Vinayaka Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601550-20260108-131546,2026-01-08,,,,601550,Shri Vinayaka Agencies,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5257100-20260403-115419,2026-04-03,938419125,12312522,,5257100,Shri Vinayaka Agencies Vending,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7442727-20260212-124726,2026-02-12,1099826395,13718181,,7442727,Shyam Traders,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7447235-20260520-113330,2026-05-20,959180988,,,7447235,Silver Agencies,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7447235-20260509-140408,2026-05-09,959179221,,,7447235,Silver Agencies,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7447235-20260506-152425,2026-05-06,959178394,,,7447235,Silver Agencies,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7447235-20260425-114712,2026-04-25,959176239,,,7447235,Silver Agencies,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7447235-20260408-141537,2026-04-08,959172596,,,7447235,Silver Agencies,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7447235-20260325-112358,2026-03-25,959163988,,,7447235,Silver Agencies,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7459087-20260622-164048,2026-06-22,,14515595,61510452DA,7459087,Sima Agency,B929,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7459087-20260611-163236,2026-06-11,,13680087,61330452CA,7459087,Sima Agency,B929,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7459087-20260513-180410,2026-05-13,,13107571,52550453K1,7459087,Sima Agency,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7459087-20260513-180534,2026-05-13,,12296327,53571530EA,7459087,Sima Agency,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7459087-20260413-164100,2026-04-13,,14445547,60859939AA,7459087,Sima Agency,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7459087-20260413-164303,2026-04-13,,14505767,60580452DA,7459087,Sima Agency,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7459087-20260413-164329,2026-04-13,,12615615,53460453J1,7459087,Sima Agency,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7459087-20260406-181552,2026-04-06,,12526099,523703764T,7459087,Sima Agency,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7459087-20260330-122511,2026-03-30,,12629157,60740454B1,7459087,Sima Agency,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7459087-20260225-110141,2026-02-25,,13700492,60460452FA,7459087,Sima Agency,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7459087-20260225-110231,2026-02-25,,13680299,60470452CA,7459087,Sima Agency,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
